Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       2/2           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, double*>, false> > >::_Hashtable_alloc() [951]
                0.00    0.00       2/406         std::__detail::_Hash_node_base::_Hash_node_base() [161]
                0.00    0.00       2/212         std::__detail::_Prime_rehash_policy::_Prime_rehash_policy(float) [224]
-----------------------------------------------
                0.00    0.00       2/2           std::unordered_map<char const*, double*, PtrHash, PtrEq, std::allocator<std::pair<char const* const, double*> > >::~unordered_map() [877]
[846]    0.0    0.00    0.00       2         std::_Hashtable<char const*, std::pair<char const* const, double*>, std::allocator<std::pair<char const* const, double*> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [846]
                0.00    0.00       2/2           std::_Hashtable<char const*, std::pair<char const* const, double*>, std::allocator<std::pair<char const* const, double*> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [844]
                0.00    0.00       2/4           std::_Hashtable<char const*, std::pair<char const* const, double*>, std::allocator<std::pair<char const* const, double*> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets() [676]
                0.00    0.00       2/2           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, double*>, false> > >::~_Hashtable_alloc() [952]
-----------------------------------------------
                0.00    0.00       2/2           std::_Hashtable<char const*, std::pair<char const* const, std::vector<double, std::allocator<double> > >, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(std::_Hashtable<char const*, std::pair<char const* const, std::vector<double, std::allocator<double> > >, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&) [848]
[847]    0.0    0.00    0.00       2         void std::_Hashtable<char const*, std::pair<char const* const, std::vector<double, std::allocator<double> > >, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_assign<std::_Hashtable<char const*, std::pair<char const* const, std::vector<double, std::allocator<double> > >, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, std::vector<double, std::allocator<double> > >, false> > > >(std::_Hashtable<char const*, std::pair<char const* const, std::vector<double, std::allocator<double> > >, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, std::vector<double, std::allocator<double> > >, false> > > const&) [847]
                0.00    0.00       2/3           std::_Hashtable<char const*, std::pair<char const* const, std::vector<double, std::allocator<double> > >, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_buckets(unsigned long) [723]
-----------------------------------------------
                0.00    0.00       2/2           std::unordered_map<char const*, std::vector<double, std::allocator<double> >, PtrHash, PtrEq, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > > >::unordered_map(std::unordered_map<char const*, std::vector<double, std::allocator<double> >, PtrHash, PtrEq, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > > > const&) [879]
[848]    0.0    0.00    0.00       2         std::_Hashtable<char const*, std::pair<char const* const, std::vector<double, std::allocator<double> > >, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(std::_Hashtable<char const*, std::pair<char const* const, std::vector<double, std::allocator<double> > >, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&) [848]
                0.00    0.00       2/2           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, std::vector<double, std::allocator<double> > >, false> > >::_M_node_allocator() const [819]
                0.00    0.00       2/2           __gnu_cxx::__alloc_traits<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, std::vector<double, std::allocator<double> > >, false> >, std::__detail::_Hash_node<std::pair<char const* const, std::vector<double, std::allocator<double> > >, false> >::_S_select_on_copy(std::allocator<std::__detail::_Hash_node<std::pair<char const* const, std::vector<double, std::allocator<double> > >, false> > const&) [793]
                0.00    0.00       2/129         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, std::vector<double, std::allocator<double> > >, false> > >::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, std::vector<double, std::allocator<double> > >, false> > >(std::allocator<std::__detail::_Hash_node<std::pair<char const* const, std::vector<double, std::allocator<double> > >, false> >&&) [252]
                0.00    0.00       2/234         std::allocator<std::__detail::_Hash_node<std::pair<char const* const, std::vector<double, std::allocator<double> > >, false> >::~allocator() [203]
                0.00    0.00       2/406         std::__detail::_Hash_node_base::_Hash_node_base() [161]
                0.00    0.00       2/2           std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, std::vector<double, std::allocator<double> > >, false> > >::_AllocNode(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, std::vector<double, std::allocator<double> > >, false> > >&) [937]
                0.00    0.00       2/2           void std::_Hashtable<char const*, std::pair<char const* const, std::vector<double, std::allocator<double> > >, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_assign<std::_Hashtable<char const*, std::pair<char const* const, std::vector<double, std::allocator<double> > >, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, std::vector<double, std::allocator<double> > >, false> > > >(std::_Hashtable<char const*, std::pair<char const* const, std::vector<double, std::allocator<double> > >, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, std::vector<double, std::allocator<double> > >, false> > > const&) [847]
-----------------------------------------------
                0.00    0.00       2/2           std::pair<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>, bool> std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::emplace<char const*&, double&>(char const*&, double&) [854]
[849]    0.0    0.00    0.00       2         std::pair<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>, bool> std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_emplace<char const*&, double&>(std::integral_constant<bool, true>, char const*&, double&) [849]
                0.00    0.00       2/24          char const*& std::forward<char const*&>(std::remove_reference<char const*&>::type&) [466]
                0.00    0.00       2/16          double& std::forward<double&>(std::remove_reference<double&>::type&) [493]
                0.00    0.00       2/2           std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::_Scoped_node<char const*&, double&>(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, double>, false> > >*, char const*&, double&) [850]
                0.00    0.00       2/2           std::__detail::_Hash_node_value_base<std::pair<char const* const, double> >::_M_v() [957]
                0.00    0.00       2/2           decltype ((get<0>)((forward<std::pair<char const* const, double>&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<char const* const, double>&>(std::pair<char const* const, double>&) const [814]
                0.00    0.00       2/10          std::__detail::_Hash_code_base<char const*, std::pair<char const* const, double>, std::__detail::_Select1st, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(char const* const&) const [529]
                0.00    0.00       2/3           std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long) const [717]
                0.00    0.00       2/2           std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, char const* const&, unsigned long) const [804]
                0.00    0.00       2/2           std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<char const* const, double>, false>*, unsigned long) [852]
                0.00    0.00       2/2           std::pair<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>, bool>::pair<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>&, bool, true>(std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>&, bool&&) [905]
                0.00    0.00       2/2           std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::~_Scoped_node() [851]
-----------------------------------------------
                0.00    0.00       2/2           std::pair<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>, bool> std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_emplace<char const*&, double&>(std::integral_constant<bool, true>, char const*&, double&) [849]
[850]    0.0    0.00    0.00       2         std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::_Scoped_node<char const*&, double&>(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, double>, false> > >*, char const*&, double&) [850]
                0.00    0.00       2/16          double& std::forward<double&>(std::remove_reference<double&>::type&) [493]
                0.00    0.00       2/24          char const*& std::forward<char const*&>(std::remove_reference<char const*&>::type&) [466]
                0.00    0.00       2/2           std::__detail::_Hash_node<std::pair<char const* const, double>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, double>, false> > >::_M_allocate_node<char const*&, double&>(char const*&, double&) [953]
-----------------------------------------------
                0.00    0.00       2/2           std::pair<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>, bool> std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_emplace<char const*&, double&>(std::integral_constant<bool, true>, char const*&, double&) [849]
[851]    0.0    0.00    0.00       2         std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::~_Scoped_node() [851]
-----------------------------------------------
                0.00    0.00       2/2           std::pair<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>, bool> std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_emplace<char const*&, double&>(std::integral_constant<bool, true>, char const*&, double&) [849]
[852]    0.0    0.00    0.00       2         std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<char const* const, double>, false>*, unsigned long) [852]
                0.00    0.00       2/132         std::__detail::_Prime_rehash_policy::_M_state() const [245]
                0.00    0.00       2/2           std::__detail::_Hash_code_base<char const*, std::pair<char const* const, double>, std::__detail::_Select1st, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_store_code(std::__detail::_Hash_node_code_cache<false>&, unsigned long) const [818]
                0.00    0.00       2/2           std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<char const* const, double>, false>*) [853]
                0.00    0.00       2/2           std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>::_Node_iterator(std::__detail::_Hash_node<std::pair<char const* const, double>, false>*) [941]
                0.00    0.00       1/1           std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long, unsigned long const&) [1105]
                0.00    0.00       1/3           std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long) const [717]
-----------------------------------------------
                0.00    0.00       2/2           std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<char const* const, double>, false>*, unsigned long) [852]
[853]    0.0    0.00    0.00       2         std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<char const* const, double>, false>*) [853]
                0.00    0.00       1/3           std::__detail::_Hash_node<std::pair<char const* const, double>, false>::_M_next() const [720]
                0.00    0.00       1/8           std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<char const* const, double>, false> const&) const [558]
-----------------------------------------------
                0.00    0.00       2/2           std::pair<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>, bool> std::unordered_map<char const*, double, PtrHash, PtrEq, std::allocator<std::pair<char const* const, double> > >::emplace<char const*&, double&>(char const*&, double&) [880]
[854]    0.0    0.00    0.00       2         std::pair<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>, bool> std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::emplace<char const*&, double&>(char const*&, double&) [854]
                0.00    0.00       2/16          double& std::forward<double&>(std::remove_reference<double&>::type&) [493]
                0.00    0.00       2/24          char const*& std::forward<char const*&>(std::remove_reference<char const*&>::type&) [466]
                0.00    0.00       2/2           std::pair<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>, bool> std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_emplace<char const*&, double&>(std::integral_constant<bool, true>, char const*&, double&) [849]
-----------------------------------------------
                0.00    0.00       2/2           std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&) [856]
[855]    0.0    0.00    0.00       2         void std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_assign<std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, double>, false> > > >(std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, double>, false> > > const&) [855]
                0.00    0.00       2/3           std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_buckets(unsigned long) [724]
-----------------------------------------------
                0.00    0.00       2/2           std::unordered_map<char const*, double, PtrHash, PtrEq, std::allocator<std::pair<char const* const, double> > >::unordered_map(std::unordered_map<char const*, double, PtrHash, PtrEq, std::allocator<std::pair<char const* const, double> > > const&) [881]
[856]    0.0    0.00    0.00       2         std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&) [856]
                0.00    0.00       2/2           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, double>, false> > >::_M_node_allocator() const [820]
                0.00    0.00       2/2           __gnu_cxx::__alloc_traits<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, double>, false> >, std::__detail::_Hash_node<std::pair<char const* const, double>, false> >::_S_select_on_copy(std::allocator<std::__detail::_Hash_node<std::pair<char const* const, double>, false> > const&) [794]
                0.00    0.00       2/129         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, double>, false> > >::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, double>, false> > >(std::allocator<std::__detail::_Hash_node<std::pair<char const* const, double>, false> >&&) [253]
                0.00    0.00       2/234         std::allocator<std::__detail::_Hash_node<std::pair<char const* const, double>, false> >::~allocator() [204]
                0.00    0.00       2/406         std::__detail::_Hash_node_base::_Hash_node_base() [161]
                0.00    0.00       2/2           std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, double>, false> > >::_AllocNode(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, double>, false> > >&) [938]
                0.00    0.00       2/2           void std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_assign<std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, double>, false> > > >(std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<char const* const, double>, false> > > const&) [855]
-----------------------------------------------
                0.00    0.00       2/2           std::tuple_element<0ul, std::pair<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>, bool> >::type&& std::get<0ul, std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>, bool>(std::pair<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>, bool>&&) [982]
[857]    0.0    0.00    0.00       2         std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>&& std::__pair_get<0ul>::__move_get<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>, bool>(std::pair<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>, bool>&&) [857]
                0.00    0.00       2/2           std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>&& std::forward<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false> >(std::remove_reference<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false> >::type&) [992]
-----------------------------------------------
                0.00    0.00       2/2           std::tuple_element<0ul, std::pair<char const* const, double> >::type& std::get<0ul, char const* const, double>(std::pair<char const* const, double>&) [981]
[858]    0.0    0.00    0.00       2         char const* const& std::__pair_get<0ul>::__get<char const* const, double>(std::pair<char const* const, double>&) [858]
-----------------------------------------------
                0.00    0.00       2/2           std::tuple_element<1ul, std::pair<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>, bool> >::type&& std::get<1ul, std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>, bool>(std::pair<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>, bool>&&) [983]
[859]    0.0    0.00    0.00       2         bool&& std::__pair_get<1ul>::__move_get<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>, bool>(std::pair<std::__detail::_Node_iterator<std::pair<char const* const, double>, false, false>, bool>&&) [859]
                0.00    0.00       2/427         bool&& std::forward<bool>(std::remove_reference<bool>::type&) [160]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<double*>(double*, double*) [997]
[860]    0.0    0.00    0.00       2         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [860]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<controller::ArrChange, std::allocator<controller::ArrChange> >::_Vector_base() [863]
